Customer_ID,Account_Age,Segment,Trades_7D,Trades_30D,Login_7D,Login_30D,Deposits,Withdrawals,Portfolio_Value,Invested_Amount,Avg_Trade_Return,Win_Rate,Drawdown,Email_Open_Rate,Push_Click_Rate,Exit_Label
CID00208,32,Retail,0,8,8,13,26148.98,9073.0,52528.15,43016.89,-0.00234,0.3905,0.0436,0.352,0.1593,1
CID00209,1,Retail,4,9,6,8,9833.82,3420.88,29053.49,25630.77,-0.01886,0.6899,0.1771,0.1563,0.0338,0
CID00210,76,Active Trader,17,65,8,34,12702.83,5364.31,52295.76,48757.57,-0.03089,0.1382,0.0372,0.0263,0.1911,1
CID00211,13,Retail,1,6,2,16,1256.67,171.37,6657.95,4214.75,-0.00789,0.5427,0.3169,0.3629,0.1166,0
CID00212,12,Retail,4,8,3,13,4863.25,1436.24,22126.88,22081.95,0.02718,0.2954,0.0693,0.3785,0.1596,0
CID00213,11,Retail,1,8,3,22,3229.17,449.18,12505.93,14091.8,0.02003,0.2819,0.0171,0.0466,0.2547,1
CID00214,43,Active Trader,15,69,15,31,8985.61,1812.71,59752.88,50222.59,0.01847,0.4041,0.1742,0.7377,0.3345,1
CID00215,48,Active Trader,27,60,18,41,4840.14,1158.23,48375.29,35999.06,0.00693,0.6068,0.163,0.1856,0.0598,0
CID00216,52,Retail,2,3,2,10,17106.17,2798.65,55896.0,49085.53,0.00313,0.2256,0.2091,0.4822,0.1338,0
CID00217,29,Retail,4,9,2,15,2860.72,1132.58,15803.15,14510.8,-0.01646,0.6928,0.0774,0.4572,0.041,0
CID00218,35,Retail,3,4,5,9,2163.42,729.33,15817.69,16289.65,-0.00782,0.5052,0.2165,0.0862,0.0924,1
CID00219,24,Retail,2,9,4,12,10031.19,357.71,34440.18,36158.46,0.00663,0.2371,0.0345,0.6769,0.0754,0
CID00220,42,Retail,4,6,6,11,3233.93,1284.53,11244.18,7645.0,0.0245,0.4797,0.061,0.2963,0.2824,0
CID00221,20,Active Trader,24,57,15,44,10102.3,3659.07,74447.83,61007.93,-0.00138,0.4452,0.1361,0.5491,0.4663,0
CID00222,36,Active Trader,14,60,15,43,112708.42,37400.84,425671.07,464954.85,0.00421,0.7754,0.1651,0.1023,0.611,0
CID00223,59,HNI,6,15,1,11,175694.78,70153.67,372331.33,258028.27,0.02466,0.552,0.0334,0.0489,0.2839,0
CID00224,43,Active Trader,10,64,19,38,136318.03,101399.2,163312.05,182925.23,0.01709,0.8185,0.3141,0.3668,0.1021,0
CID00225,66,Active Trader,18,60,8,35,50395.26,7766.46,78345.3,62828.67,-0.00753,0.7653,0.0835,0.1712,0.1831,0
CID00226,57,HNI,3,11,7,11,88167.17,48560.1,556736.85,428893.88,-7e-05,0.4529,0.0829,0.4488,0.1512,0
CID00227,4,Retail,2,9,5,13,1734.5,563.86,11445.25,9069.49,0.01314,0.2723,0.15,0.4369,0.0919,1
CID00228,28,Retail,5,5,4,12,22117.87,1662.78,26088.55,27566.14,-0.02158,0.613,0.1826,0.1997,0.4289,0
CID00229,10,Active Trader,18,62,12,51,19117.94,598.31,69869.93,62473.54,0.00214,0.5252,0.1821,0.1666,0.3184,0
CID00230,16,Active Trader,16,65,10,42,13752.81,1264.39,52219.81,31357.9,0.00952,0.5818,0.187,0.5978,0.3772,0
CID00231,24,Retail,0,5,2,14,28131.78,6038.47,45020.52,35929.89,-0.0121,0.5155,0.1019,0.2293,0.0337,1
CID00232,33,Retail,2,8,5,21,4008.6,1720.65,25961.36,19692.12,-0.01475,0.3343,0.1497,0.1727,0.2001,1
CID00233,44,Retail,3,6,2,6,20088.94,1163.83,63114.75,66567.14,0.0063,0.6947,0.0913,0.1003,0.5605,1
CID00234,14,Retail,0,9,7,13,852.15,173.36,3935.01,2884.55,0.00207,0.4127,0.0793,0.4368,0.0934,0
CID00235,29,Active Trader,18,52,8,34,8978.85,1238.87,95398.59,82612.91,0.01138,0.2403,0.0512,0.0936,0.0533,1
CID00236,34,Retail,2,5,5,18,4891.61,3674.12,10949.67,7532.85,0.01257,0.2547,0.1703,0.4825,0.0136,0
CID00237,17,Retail,4,5,6,12,7096.18,1425.78,36343.71,26332.34,-0.00586,0.4525,0.1996,0.1759,0.1247,0
CID00238,28,Retail,3,9,2,11,3365.97,342.6,7581.62,8407.22,-0.02196,0.624,0.1368,0.3959,0.1065,0
CID00239,50,Active Trader,21,59,10,45,23333.61,2708.02,100239.96,66379.72,0.02709,0.698,0.1366,0.0682,0.3791,0
CID00240,44,HNI,5,13,4,13,183128.02,75378.1,898843.39,740417.85,-0.00794,0.7735,0.1354,0.2915,0.6431,0
CID00241,26,Retail,2,4,4,18,4033.46,1552.85,16016.48,17461.25,0.0369,0.6668,0.0979,0.3958,0.0876,1
CID00242,58,Retail,0,3,4,16,2868.08,962.69,13088.31,11256.42,0.01545,0.4745,0.2139,0.5192,0.0423,0
CID00243,67,HNI,6,22,3,22,57737.54,21448.72,551891.08,372381.54,-0.01288,0.8193,0.0781,0.594,0.1205,0
CID00244,32,Retail,1,6,8,20,1457.08,347.22,22744.88,13823.06,0.00138,0.742,0.2288,0.1751,0.4207,0
CID00245,2,Retail,4,7,2,13,12404.4,4039.67,31441.46,21426.53,-0.0029,0.5773,0.1436,0.1888,0.2555,0
CID00246,28,Retail,1,4,3,11,7918.85,3954.13,60541.42,43737.06,0.00877,0.4278,0.2076,0.5229,0.1701,0
CID00247,35,Retail,2,5,6,13,9785.2,2252.94,21030.69,17217.31,-0.03825,0.3633,0.01,0.1485,0.1626,1
CID00248,14,Retail,1,8,2,10,20351.14,4573.52,20598.5,21979.07,0.01697,0.5209,0.132,0.2369,0.2557,0
CID00249,51,Retail,3,8,2,16,6907.72,569.61,30315.53,31368.21,0.00179,0.3668,0.1234,0.362,0.2044,0
CID00250,1,Retail,3,3,3,12,2621.12,1163.7,10630.54,8906.09,0.00202,0.677,0.1903,0.1195,0.1425,1
CID00251,32,Active Trader,14,53,13,44,9429.7,4389.25,33819.9,33416.69,-0.01263,0.3167,0.1363,0.3197,0.1348,1
CID00252,14,Retail,4,11,8,19,6160.74,1913.52,28458.55,29927.32,0.00497,0.5549,0.2965,0.4259,0.197,0
CID00253,13,Retail,2,8,3,8,3433.45,336.41,9300.5,9640.38,-0.04275,0.6146,0.1242,0.5914,0.0494,0
CID00254,1,Retail,1,10,2,11,4324.96,630.05,17759.78,14273.11,0.01281,0.4811,0.0774,0.1984,0.0303,0
CID00255,14,Retail,3,10,3,22,2869.62,493.3,41996.48,41667.53,-0.00954,0.1523,0.3359,0.3952,0.1097,0
CID00256,11,Retail,3,4,7,9,7695.2,174.93,14848.67,12464.93,0.0079,0.6836,0.0392,0.3065,0.2877,0
CID00257,67,Active Trader,14,73,9,48,52967.14,5833.64,133270.06,120110.57,-0.01348,0.3858,0.0081,0.3804,0.1738,0
CID00258,53,Active Trader,17,66,9,49,38392.82,2989.3,135360.67,120316.85,0.00673,0.5324,0.1387,0.4529,0.3875,0
CID00259,62,Retail,1,5,5,12,8981.45,4746.65,19590.8,18100.31,0.00722,0.7163,0.1062,0.5438,0.0798,1
CID00260,42,Retail,0,2,4,16,3764.7,1138.0,11739.83,10627.6,0.01883,0.7304,0.0895,0.2346,0.0965,0
CID00261,71,HNI,5,21,2,16,30611.12,16256.28,515897.18,374511.92,0.0308,0.3579,0.3204,0.2471,0.3582,0
CID00262,47,Active Trader,16,56,7,37,43902.52,13815.46,98927.45,109249.37,0.00015,0.7252,0.0795,0.5282,0.1009,0
CID00263,52,Active Trader,23,53,10,41,28320.34,1371.23,112492.62,110824.19,0.00278,0.276,0.0879,0.3439,0.3286,0
CID00264,43,HNI,5,31,3,15,449598.92,215715.29,1526176.32,1151232.37,-0.00992,0.5923,0.1281,0.1902,0.1014,0
CID00265,36,Retail,4,5,4,8,2165.6,1037.6,13942.62,8978.23,-0.01081,0.3483,0.0568,0.225,0.0332,1
CID00266,15,Retail,1,7,4,15,2170.03,584.71,7614.13,8356.0,0.0077,0.8004,0.03,0.0937,0.4027,0
CID00267,37,Active Trader,14,64,13,40,67053.48,26432.83,107841.6,91865.79,0.01069,0.5774,0.222,0.7953,0.2243,0
CID00268,41,Active Trader,21,72,12,32,10859.84,3344.22,113345.52,110133.39,-0.01765,0.7422,0.1711,0.4485,0.4746,0
CID00269,6,Retail,2,4,5,5,3748.73,307.36,16937.74,10377.7,-0.00555,0.7375,0.0344,0.1015,0.2343,0
CID00270,23,Active Trader,15,66,15,46,6405.16,2134.69,76772.89,59344.27,0.00303,0.7747,0.0836,0.3974,0.0728,0
CID00271,61,Active Trader,15,64,8,50,10153.68,2254.83,37642.66,22961.53,-0.00665,0.395,0.0909,0.5506,0.1648,0
CID00272,37,Retail,2,11,3,15,5820.95,1205.22,33405.61,32392.01,-0.00202,0.2349,0.082,0.1187,0.3324,1
CID00273,46,Retail,1,6,7,13,1347.53,686.48,6298.2,6395.42,-0.00871,0.4211,0.372,0.6636,0.1475,0
CID00274,30,HNI,4,16,3,13,344032.29,159787.97,668804.3,530448.11,-0.00626,0.4531,0.0832,0.3763,0.088,0
CID00275,21,Active Trader,19,61,4,39,35862.71,13688.31,181848.94,133644.56,-0.0173,0.2564,0.0397,0.2444,0.0637,1
CID00276,44,Active Trader,27,59,16,47,82376.14,32885.27,254500.84,216383.78,0.01172,0.6542,0.0449,0.3513,0.0324,0
CID00277,37,Retail,4,11,5,13,5907.04,2441.6,27049.58,22072.96,0.00371,0.5756,0.1281,0.2897,0.2035,0
CID00278,56,HNI,3,11,6,22,212969.96,36341.82,364607.04,395474.14,5e-05,0.4181,0.119,0.2142,0.3512,0
CID00279,77,Retail,3,6,5,15,6950.97,287.65,26195.72,19985.78,0.01085,0.4817,0.0906,0.1117,0.354,0
CID00280,72,Active Trader,15,67,12,38,25793.96,2416.88,290676.06,200870.07,0.02225,0.6297,0.1324,0.1705,0.0899,0
CID00281,9,Retail,4,9,8,16,6188.6,1469.73,16738.17,16572.93,0.00811,0.5218,0.098,0.4555,0.3236,0
CID00282,21,Retail,4,8,6,9,4606.51,1131.37,11392.3,9615.16,-0.00321,0.1984,0.216,0.1158,0.3066,0
CID00283,24,Active Trader,16,63,12,39,16481.66,10620.85,208069.66,129131.85,-0.00725,0.5109,0.2042,0.0389,0.1455,0
CID00284,17,Retail,0,4,4,10,23447.91,16341.59,58136.17,59877.94,0.00503,0.2472,0.1094,0.6095,0.1278,0
CID00285,35,Active Trader,12,58,11,44,5616.1,570.91,45491.78,29962.73,0.00023,0.0984,0.0175,0.2958,0.1566,0
CID00286,28,Active Trader,8,49,16,34,91211.82,15474.18,253596.65,192971.07,0.00988,0.4963,0.2753,0.4679,0.2915,0
CID00287,23,Active Trader,21,64,17,39,13090.9,3051.19,58788.52,52913.16,-0.00027,0.6368,0.0402,0.2983,0.1356,0
CID00288,2,Retail,1,7,3,10,11544.3,1349.06,29422.98,29897.94,0.01525,0.4172,0.0743,0.3473,0.1902,0
CID00289,26,Retail,4,10,3,15,12913.7,2007.62,56476.7,57435.17,-0.01489,0.4262,0.0396,0.1401,0.0438,0
CID00290,22,Retail,1,4,4,10,9753.25,2487.0,73970.72,61871.74,0.02434,0.4879,0.0485,0.2134,0.1952,0
CID00291,10,Retail,3,6,3,19,18474.22,5168.81,44640.15,47563.72,0.00414,0.3906,0.1082,0.3125,0.2963,0
CID00292,42,Active Trader,17,59,21,34,14925.97,3948.65,87858.93,68030.92,0.00952,0.7116,0.2347,0.0489,0.3977,1
CID00293,110,HNI,7,11,4,16,63067.59,25761.14,203597.42,206927.57,0.00663,0.3253,0.038,0.429,0.0904,0
CID00294,38,Retail,1,7,3,16,3092.2,387.45,18038.72,12701.89,-0.00302,0.5411,0.0701,0.05,0.0627,0
CID00295,22,Retail,3,4,3,19,5864.53,1736.45,12418.24,10550.78,0.00101,0.4801,0.125,0.3622,0.1891,1
CID00296,55,HNI,6,20,3,19,202871.64,15792.99,474432.88,324837.5,-0.00169,0.311,0.1374,0.7635,0.2823,0
CID00297,1,Retail,0,4,8,12,2856.93,1456.91,14738.87,14351.67,0.00549,0.676,0.054,0.5643,0.2655,0
CID00298,19,Retail,2,7,4,21,23392.99,5252.97,38812.74,44464.7,-0.00589,0.3565,0.0379,0.7099,0.1132,0
CID00299,31,Active Trader,19,57,13,42,4231.59,163.21,26420.92,30215.35,0.01562,0.7567,0.2389,0.0683,0.2113,0
CID00300,23,Retail,2,8,5,7,12199.13,798.88,31528.72,35726.53,0.01337,0.6363,0.0032,0.3466,0.1563,0
CID00301,2,Retail,2,9,5,18,3494.91,334.95,9315.92,9845.26,0.00689,0.3083,0.2541,0.1308,0.2043,0
CID00302,9,Retail,2,8,5,9,6200.02,2251.28,25223.78,21161.01,0.00843,0.5145,0.1516,0.181,0.0286,0
CID00303,17,Active Trader,16,56,11,30,13025.65,689.67,55810.65,40167.83,0.01428,0.7355,0.1673,0.4521,0.1012,0
CID00304,54,Retail,2,10,3,15,6890.49,3325.34,30259.78,18431.13,0.00784,0.7121,0.0305,0.3576,0.2037,0
CID00305,17,Retail,4,9,4,9,8596.75,5488.58,17743.66,16555.96,-0.00381,0.4885,0.1331,0.3811,0.0749,0
CID00306,38,Active Trader,15,59,16,42,22227.22,1623.32,40363.44,33669.93,0.00988,0.511,0.0372,0.3198,0.0806,0
CID00307,64,Active Trader,21,64,11,34,88855.21,19258.3,140195.13,121908.86,-0.00189,0.7307,0.0241,0.1251,0.1333,0
CID00308,43,Retail,1,9,5,15,11914.02,1862.14,49075.85,49917.27,0.00768,0.6466,0.0996,0.0612,0.287,0
CID00309,30,Active Trader,25,74,16,36,13687.56,3459.35,79296.54,76445.02,0.0105,0.6284,0.0051,0.224,0.3249,0
CID00310,35,Active Trader,13,64,11,34,21171.3,5965.89,77513.64,78483.21,0.0081,0.6859,0.2453,0.3366,0.1802,0
CID00311,1,Retail,2,5,9,16,2156.08,424.38,10050.61,7015.84,0.01387,0.6099,0.3203,0.3644,0.2672,1
CID00312,21,Retail,2,5,4,11,1683.31,124.27,32152.71,21888.49,0.00657,0.1365,0.1132,0.0695,0.0086,1
CID00313,15,Retail,1,10,5,8,33350.92,6049.06,134092.49,96495.15,0.03575,0.1414,0.1157,0.2079,0.1895,0
CID00314,32,Retail,1,7,5,15,56746.14,15302.74,70530.44,73860.62,0.02312,0.6736,0.194,0.1635,0.4367,0
CID00315,10,Retail,1,5,2,6,2884.6,362.33,9106.83,8108.27,0.02523,0.3841,0.1839,0.2944,0.2531,0
CID00316,74,HNI,2,20,1,26,324321.0,83825.65,1100785.17,1232528.9,-0.00151,0.4179,0.0888,0.4495,0.1634,0
CID00317,29,Retail,2,9,5,21,7580.6,4865.72,20959.12,19285.89,0.00539,0.4682,0.0747,0.4966,0.0558,1
CID00318,46,Retail,5,5,4,12,8966.24,1599.75,26946.35,22151.33,-0.01038,0.5344,0.0691,0.2855,0.1382,1
CID00319,53,Retail,1,4,7,19,2196.14,1108.59,6427.06,5701.7,0.00615,0.4218,0.166,0.3295,0.1569,1
CID00320,59,Retail,3,7,1,10,10961.18,2745.16,47094.49,42334.14,0.01968,0.5014,0.2558,0.553,0.1944,0
CID00321,55,HNI,4,17,8,13,470926.55,177858.54,737553.59,814301.64,0.0113,0.5315,0.1358,0.5119,0.1398,0
CID00322,52,Active Trader,15,54,10,33,61808.93,5584.83,226497.89,177765.31,0.01824,0.5472,0.1058,0.2598,0.0256,1
CID00323,69,HNI,5,19,4,8,232602.16,10556.29,933316.06,593184.0,0.01393,0.7276,0.2926,0.0403,0.0824,0
CID00324,84,HNI,5,18,5,18,109920.87,28665.89,706661.44,644132.43,0.03165,0.3327,0.0085,0.2148,0.2488,0
CID00325,10,Retail,2,8,4,15,873.02,61.64,7799.52,6045.03,0.00983,0.2965,0.0985,0.0432,0.2781,0
CID00326,36,Retail,2,8,7,17,4004.22,799.56,28490.39,19979.5,-0.02435,0.4125,0.1644,0.1139,0.0864,1
CID00327,42,HNI,3,11,3,15,1398251.32,514471.76,1263961.66,1344719.01,0.00071,0.6708,0.1388,0.3882,0.4791,0
CID00328,61,Active Trader,18,54,11,32,25653.19,7477.35,117203.27,91765.47,-0.00849,0.6071,0.1276,0.1805,0.0271,0
CID00329,16,Retail,0,8,2,15,10113.58,1844.41,44239.77,37955.86,-0.0017,0.8624,0.1237,0.4602,0.4183,0
CID00330,30,Retail,3,4,2,9,5894.29,1049.47,36723.25,27999.91,-0.00091,0.2729,0.1786,0.3801,0.1348,1
CID00331,50,Active Trader,21,63,12,43,6413.99,299.21,70668.55,65805.48,0.01555,0.4743,0.2795,0.1917,0.053,0
CID00332,74,HNI,1,11,8,14,154314.68,28080.72,309889.98,303157.67,0.00466,0.4224,0.1162,0.5594,0.2495,0
CID00333,39,Active Trader,17,67,8,41,80832.43,8018.36,198737.82,173830.51,-0.00634,0.4565,0.0652,0.2315,0.0626,0
CID00334,29,Active Trader,15,53,13,47,17286.94,6867.29,85390.22,82081.54,-0.00092,0.5861,0.0503,0.3325,0.2057,0
CID00335,33,Retail,1,6,10,24,7460.44,1923.01,19689.78,17973.28,-0.00616,0.4212,0.09,0.1691,0.3017,0
CID00336,15,Retail,2,10,2,16,9339.58,554.97,12612.54,14322.32,0.00464,0.466,0.1749,0.1999,0.4372,0
CID00337,33,HNI,4,18,5,16,722398.73,410945.33,1265101.98,1314835.71,0.00966,0.712,0.1054,0.4779,0.3327,0
CID00338,1,Active Trader,21,59,4,32,53590.79,6199.69,121755.52,134785.19,0.02169,0.4838,0.1241,0.2066,0.321,0
CID00339,22,Active Trader,11,63,9,52,14136.72,4275.58,61781.44,68249.85,0.00587,0.4819,0.2478,0.4685,0.0809,0
CID00340,10,Retail,2,5,10,17,2468.8,420.68,10017.04,11298.87,0.01623,0.4748,0.1535,0.0523,0.0785,0
CID00341,43,Active Trader,11,73,14,43,9072.61,1156.91,156527.36,105527.8,0.00731,0.6231,0.1166,0.5098,0.3044,0
CID00342,26,Retail,2,6,10,12,27894.15,18076.85,58489.47,38977.74,-0.01441,0.7981,0.1522,0.0466,0.1897,1
CID00343,44,Retail,2,7,3,9,1882.03,978.81,8865.16,8874.73,-0.00087,0.3654,0.2018,0.3472,0.1513,0
CID00344,28,Active Trader,16,46,6,48,30793.93,10845.31,230615.76,142228.18,0.0176,0.1168,0.0039,0.1768,0.2826,0
CID00345,38,Retail,0,5,1,11,8110.63,1811.71,20636.88,21084.37,0.00825,0.4877,0.3372,0.6049,0.2575,0
CID00346,4,Active Trader,21,69,18,54,37829.66,21089.89,110681.66,118231.13,0.01204,0.5945,0.1815,0.5093,0.0663,0
CID00347,61,Active Trader,22,66,9,46,29980.86,13864.36,95121.97,86840.03,0.00115,0.707,0.1541,0.1349,0.05,0
CID00348,25,Active Trader,11,71,11,32,9949.54,5364.1,68419.08,65653.88,-0.02544,0.5419,0.0821,0.2397,0.0492,0
CID00349,5,Active Trader,20,46,15,51,17304.88,1353.72,78488.58,62284.44,0.02003,0.6256,0.1307,0.3389,0.2229,0
CID00350,45,Retail,0,3,1,18,4849.01,1811.96,26467.11,23218.04,0.02731,0.6269,0.2296,0.249,0.1438,0
CID00351,59,Active Trader,17,56,11,47,19938.87,3374.31,65342.87,64611.1,0.01864,0.5807,0.1117,0.185,0.0253,0
CID00352,49,Active Trader,17,54,6,29,16292.66,6222.45,59046.97,36731.0,-0.00756,0.5674,0.2417,0.1279,0.2088,1
CID00353,23,Retail,1,10,4,14,6412.65,1481.99,14632.38,15904.02,0.0129,0.6556,0.0245,0.1337,0.0329,0
CID00354,46,Active Trader,18,64,14,39,13391.6,3968.62,39391.42,26373.91,-0.00297,0.356,0.2339,0.4289,0.1539,0
CID00355,15,Retail,7,7,9,19,11235.53,2820.82,21618.07,18470.34,0.027,0.5284,0.0212,0.0477,0.0696,1
CID00356,46,Active Trader,19,56,13,41,10580.51,814.84,50763.19,47283.28,-0.01021,0.4941,0.1592,0.3588,0.2328,0
CID00357,33,HNI,1,17,1,16,860358.85,368796.42,2454643.62,1999571.79,0.00204,0.3706,0.1569,0.1686,0.1447,0
CID00358,32,Retail,1,3,5,12,3028.46,584.6,8695.83,9973.92,-0.00723,0.7648,0.1401,0.3808,0.081,1
CID00359,37,Retail,0,10,2,13,18652.85,5993.31,61223.81,51127.21,0.00275,0.7385,0.2077,0.4478,0.192,0
CID00360,2,Retail,2,9,6,14,41704.12,22412.52,118540.41,121642.31,-0.02582,0.8267,0.1213,0.2754,0.0205,1
CID00361,45,Retail,1,7,7,19,4154.06,2570.05,53695.79,56150.82,-0.01109,0.4057,0.1361,0.3387,0.0702,0
CID00362,3,Active Trader,22,62,11,39,15424.41,6949.51,39219.64,39459.48,0.01202,0.5278,0.022,0.4047,0.1127,0
CID00363,38,HNI,5,18,7,13,38141.12,9207.95,937851.56,579555.0,-0.00218,0.7618,0.2039,0.1461,0.2453,0
CID00364,1,Active Trader,23,57,7,45,15476.3,10302.29,44557.57,45945.62,0.00347,0.5895,0.1258,0.1434,0.0401,0
CID00365,14,Retail,1,6,2,15,15232.79,593.41,36918.88,35710.37,-0.00964,0.6399,0.1689,0.0794,0.1247,0
CID00366,21,Retail,3,4,3,14,37622.53,9355.55,123794.39,99217.08,0.00109,0.3997,0.0284,0.3982,0.1287,0
CID00367,51,HNI,4,12,2,15,96570.4,17890.18,1017438.2,626134.45,0.00036,0.7398,0.3264,0.5854,0.0931,0
CID00368,33,Active Trader,24,62,13,35,20390.64,2422.24,59733.76,54994.1,0.0176,0.4861,0.0445,0.1771,0.2498,0
CID00369,35,Retail,2,4,3,12,10844.91,399.57,31813.96,35787.79,-0.01085,0.4579,0.1617,0.1516,0.0928,1
CID00370,27,Retail,1,6,3,9,535.17,421.77,7124.95,6770.8,0.00711,0.3736,0.1119,0.2625,0.4927,0
CID00371,26,Active Trader,25,52,13,47,17782.78,928.39,62782.4,38815.42,-0.01624,0.7799,0.1673,0.0401,0.0696,0
CID00372,1,Retail,3,6,6,18,13075.55,3205.52,37199.94,36976.07,0.00037,0.6931,0.1478,0.477,0.091,0
CID00373,27,Retail,3,3,7,19,21292.36,9121.06,100333.92,106264.24,0.00383,0.4178,0.1571,0.1389,0.1286,0
CID00374,45,Active Trader,24,68,11,46,20472.86,1101.68,78415.54,47627.45,0.01665,0.4464,0.0481,0.2119,0.3026,0
CID00375,14,Retail,3,9,1,19,2584.76,801.18,31672.09,25981.38,0.03824,0.7127,0.0346,0.1553,0.0362,0
CID00376,5,Retail,2,6,4,7,3930.27,294.45,25490.23,26754.85,0.0039,0.7245,0.0167,0.0958,0.1584,0
CID00377,25,Retail,4,4,1,18,10339.26,864.46,25426.79,27063.85,-0.00913,0.5839,0.1225,0.3393,0.1118,0
CID00378,23,HNI,1,16,7,11,722827.69,326263.34,2094329.5,1602152.24,-0.00288,0.7603,0.1355,0.476,0.0798,0
CID00379,33,Retail,1,5,4,15,5711.25,527.41,19699.01,14055.49,0.01228,0.4763,0.2718,0.4575,0.0942,0
CID00380,41,Retail,0,6,4,20,4939.24,2070.55,18101.57,18880.42,0.01161,0.5994,0.0617,0.4528,0.0652,0
CID00381,19,Active Trader,20,68,10,45,5019.37,843.09,18801.33,18466.44,0.00894,0.5179,0.2775,0.2692,0.1926,0
CID00382,31,Active Trader,11,48,10,38,7887.34,408.46,50330.6,30987.8,-0.00578,0.4312,0.0138,0.1824,0.0058,0
CID00383,42,Retail,0,4,5,11,18169.87,1505.32,78583.46,86818.03,-0.00646,0.7084,0.012,0.2598,0.2459,0
CID00384,7,Retail,2,6,4,9,6826.69,4980.44,42760.58,34875.08,0.01033,0.3547,0.131,0.1073,0.0524,0
CID00385,44,Retail,1,10,5,16,1671.43,357.42,10384.88,9433.72,-0.00237,0.4391,0.117,0.1445,0.3888,0
CID00386,12,Active Trader,21,64,16,36,10328.93,8640.43,43606.92,27005.69,-0.00372,0.5319,0.0513,0.1852,0.0903,0
CID00387,34,Retail,2,4,1,12,6818.21,2875.29,17102.21,12733.5,-0.00404,0.5389,0.0634,0.1674,0.1511,0
CID00388,34,Active Trader,18,61,13,43,67049.49,4058.62,406792.89,416797.55,0.00026,0.8757,0.1216,0.3902,0.2997,1
CID00389,36,HNI,4,19,2,11,344820.04,192213.03,868714.84,772304.06,-0.0119,0.6033,0.0088,0.3049,0.1421,0
CID00390,44,Retail,4,5,5,17,7942.93,3218.81,17965.98,15772.95,0.01377,0.4685,0.0643,0.209,0.1596,1
CID00391,45,Active Trader,23,70,19,42,8152.36,2220.59,31709.63,35850.18,0.0019,0.8651,0.1517,0.4511,0.1094,0
CID00392,33,Active Trader,23,54,12,49,9756.15,1675.26,78177.86,56793.0,0.0023,0.3805,0.0042,0.6589,0.0422,0
CID00393,9,Retail,2,4,7,16,3963.12,1863.23,21133.82,21808.24,0.03687,0.744,0.1325,0.4477,0.0987,0
CID00394,53,HNI,6,15,3,13,602717.21,130395.42,1187297.54,742271.1,0.00954,0.3346,0.145,0.1415,0.1155,0
CID00395,53,Active Trader,18,57,14,37,30895.1,11596.01,49045.04,44400.32,0.02965,0.661,0.1336,0.2256,0.2591,0
CID00396,63,HNI,7,14,3,20,143802.59,8560.54,525776.51,376759.62,0.02199,0.203,0.0056,0.048,0.5746,0
CID00397,42,HNI,5,14,7,17,302209.67,32770.89,506338.66,443685.29,0.00929,0.8295,0.0379,0.2871,0.4477,0
CID00398,39,Retail,1,5,2,7,1661.06,381.92,7596.79,8141.13,0.00546,0.3985,0.0992,0.2305,0.0677,0
CID00399,29,Retail,3,10,5,16,15454.42,2699.76,50189.04,54844.77,0.01952,0.5281,0.2125,0.1525,0.0917,0
CID00400,40,Retail,1,5,4,10,6364.87,2647.93,17410.07,11959.56,-0.03057,0.3643,0.0379,0.1105,0.4107,0
CID00401,10,Retail,2,6,7,10,656.08,261.33,4854.82,3240.3,0.03194,0.3778,0.0697,0.251,0.537,0
CID00402,57,Active Trader,9,48,11,37,54082.5,9397.58,133583.79,82081.44,0.02125,0.6741,0.1825,0.336,0.0803,0
CID00403,34,Retail,2,6,1,15,15630.63,2644.64,31829.8,19940.83,-0.00619,0.3886,0.2934,0.4504,0.0116,1
CID00404,43,Retail,1,6,6,12,7015.98,1639.41,28626.87,23838.02,0.00183,0.417,0.3441,0.4061,0.2784,0
CID00405,27,Active Trader,16,58,13,49,37410.06,21044.4,120832.9,95663.49,-0.02161,0.6295,0.2658,0.3097,0.2578,0
CID00406,53,Retail,4,9,3,6,19326.33,1291.09,77903.56,50009.28,0.02273,0.5683,0.1336,0.2192,0.1515,0
CID00407,26,Retail,3,6,8,13,4733.81,1205.49,18038.8,12638.62,0.00227,0.5672,0.33,0.1728,0.2929,0
CID00408,58,Active Trader,30,77,6,38,14137.81,2569.0,84747.74,52972.84,-0.01754,0.6043,0.1307,0.3832,0.3789,0
CID00409,45,Active Trader,20,68,10,49,79998.55,29349.51,168928.89,113545.86,0.00498,0.5359,0.0765,0.5293,0.047,1
CID00410,44,Active Trader,17,54,13,39,25909.02,4211.69,155163.04,150302.72,0.0004,0.2353,0.1209,0.2655,0.2662,0
CID00411,32,Active Trader,17,64,11,33,7703.01,1358.94,42703.66,33979.59,0.02256,0.4581,0.106,0.0797,0.1307,0
CID00412,29,Active Trader,18,73,14,35,25880.11,8201.0,86471.81,93274.29,-0.01476,0.2597,0.1784,0.371,0.0868,0
CID00413,74,HNI,8,23,6,12,198365.52,27241.58,599419.98,678493.45,0.0189,0.5213,0.0871,0.1948,0.1096,0
CID00414,1,Retail,1,7,1,8,9733.45,1146.91,46511.24,40275.43,0.01456,0.4811,0.1448,0.3,0.0861,0
CID00415,48,Active Trader,12,61,15,40,5065.52,504.26,27575.97,20134.88,0.00483,0.5836,0.0539,0.3397,0.2502,0
